Age,ca,pa,Corners,Crossing,Dribbling,Finishing,First Touch,Free Kick Taking,Heading,Long Shots,Long Throws,Marking,Passing,Penalty Taking,Tackling,Technique,Aggressiion,Anticipation,Bravery,Composure,Concentration,Vision,Decision,Determination,Flair,Leadership,Off The Ball,Position,Teamwork,Work Rate,Acceleration,Agility,Balance,Jumping Reach,Natural Fitness,Pace,Stamina,Strength,Stability,Foul,Contest performance,Injury,diversity,Aerial Reach,Command Of Area,Communication,Eccentricity,Handling,Kicking,One On Ones,Reflexes,Rushing Out,Punching,Throwing,Adaptation,Ambition,Argue,Loyal,Resistant to stress,Professional,Sportsmanship,Emotional control,GK,DL,DC,DR,WBL,WBR,DM,ML,MC,MR,AML,AMC,AMR,ST,Height,Weight,Left Foot,Right Foot,Values,Current reputation,Domestic reputation,World reputation,RCA,Colour of skin,Number of national team appearances,Goals scored for the national team,Salary
17,80,-75,5,8,11,7,12,6,5,12,6,5,11,8,5,13,7,8,11,7,6,12,10,10,13,9,11,6,9,10,13,13,11,11,15,13,8,6,8,6,7,7,10,2,3,1,3,2,2,3,3,3,2,1,11,13,3,11,12,8,10,16,1,1,1,1,1,1,1,1,15,10,1,20,13,1,183,73,20,6,2662000,3400,3030,151,78,6,0,0,255
16,80,-75,8,8,12,9,10,8,7,8,6,8,11,10,7,10,7,9,8,7,8,11,11,13,10,9,9,10,10,11,11,10,7,8,10,12,10,8,12,15,3,12,9,1,2,3,3,3,3,2,2,1,1,2,12,13,2,11,14,12,12,10,1,1,1,1,1,1,1,1,17,1,1,15,20,1,173,0,20,10,10860000,3923,3102,1747,76,0,0,0,100
16,80,-75,6,5,10,10,13,6,10,6,1,6,7,1,4,10,12,10,5,10,7,7,9,15,11,11,11,6,7,8,12,12,8,9,11,12,13,8,8,10,13,5,8,2,2,2,3,2,1,2,2,1,2,4,11,12,5,8,11,11,10,20,1,1,1,1,1,1,1,1,1,1,12,1,1,20,180,68,8,20,488651,4000,4000,250,72,8,0,0,94
15,80,-85,5,7,7,6,9,5,10,6,7,10,10,6,9,9,12,9,10,11,10,11,9,16,10,11,8,10,12,13,12,11,10,13,14,12,10,11,12,10,12,6,8,1,1,1,1,3,1,4,2,1,2,2,10,14,8,13,13,17,16,17,1,1,20,1,1,1,1,1,1,1,1,1,1,1,183,72,8,20,13068000,3993,3993,1243,79,4,0,0,64
16,80,-8,5,6,5,9,13,7,7,12,1,7,13,6,9,14,5,5,8,12,7,13,12,4,8,2,12,6,8,12,14,13,8,8,12,13,9,7,14,13,16,14,12,3,3,3,3,3,1,3,2,1,2,3,9,14,5,13,12,11,11,20,1,1,1,1,1,1,1,1,20,1,1,14,1,1,186,0,5,20,12024999,4018,4018,838,82,19,0,0,645
16,80,-75,5,7,9,12,12,8,12,9,6,7,9,10,8,11,11,9,10,10,9,9,8,14,11,6,11,7,9,9,11,12,10,11,14,12,9,9,12,8,12,12,5,3,3,2,1,1,2,1,3,2,3,2,17,12,5,11,11,11,11,10,1,1,1,1,1,1,1,1,1,1,10,1,10,20,189,0,8,20,6000000,4000,4000,1500,80,5,0,0,455
18,80,-8,5,6,8,8,13,6,6,10,2,3,13,5,8,13,14,5,6,11,5,13,13,14,13,1,12,8,7,11,13,10,7,6,12,11,9,1,18,5,10,9,13,1,1,2,2,3,3,1,1,3,1,1,11,10,3,10,11,10,4,13,1,1,1,1,1,1,1,1,20,1,1,16,1,1,170,0,8,20,11497500,4003,4003,1006,69,4,0,0,332
17,80,-8,6,7,13,7,13,6,2,8,6,6,13,2,8,13,5,10,8,7,5,13,13,7,13,1,8,6,7,12,13,10,3,8,7,12,7,4,8,9,5,12,14,2,1,2,1,3,3,2,3,4,2,2,12,9,3,10,11,10,13,19,1,1,1,1,1,1,1,1,15,1,1,20,14,1,173,0,20,10,9090000,4000,3900,2500,75,3,0,0,277
16,80,-8,7,7,14,9,14,7,8,9,2,3,14,5,7,14,11,10,6,8,8,10,14,14,13,1,14,4,13,9,9,7,3,5,11,9,9,4,20,7,14,7,18,1,2,2,1,2,1,3,1,1,1,3,11,10,8,12,12,11,14,17,1,1,1,1,1,1,1,1,1,1,1,20,1,12,177,0,8,20,4499,4000,4000,500,68,255,0,0,64
16,80,-8,6,6,6,8,13,6,6,5,6,8,7,6,13,13,15,11,8,4,7,9,13,9,5,3,6,8,7,11,12,13,7,6,13,13,6,6,20,8,4,14,8,2,1,3,3,3,1,3,2,1,3,2,15,11,1,12,10,14,8,15,1,1,1,1,1,1,18,1,20,1,1,12,1,1,180,0,10,20,12374999,3849,3849,2199,65,1,0,0,100
16,80,-75,5,6,11,13,14,5,12,6,1,4,6,2,1,12,13,11,7,9,6,3,11,12,13,6,12,5,5,6,12,10,6,6,10,12,10,6,10,6,10,9,8,3,2,2,3,3,2,1,3,1,2,1,12,15,3,12,11,9,12,19,1,1,1,1,1,1,1,1,1,1,1,1,1,20,186,0,15,20,4705499,3867,3867,1386,78,2,0,0,64
16,80,-75,4,6,5,8,9,6,9,9,7,10,10,6,14,8,7,10,8,8,11,9,14,12,6,5,7,13,12,13,7,11,8,8,14,11,14,7,11,12,17,10,13,3,1,2,2,3,3,1,1,2,2,2,9,8,8,12,12,12,11,19,1,1,20,1,1,1,18,1,13,1,1,1,1,1,183,0,10,20,14550000,4002,4002,1754,81,12,0,0,100
16,80,-75,2,6,9,6,14,5,3,9,3,5,14,7,9,11,9,7,5,11,4,10,14,5,10,4,14,7,8,12,9,13,5,9,17,12,12,5,12,6,5,9,13,1,1,1,2,3,3,3,1,3,1,3,19,9,3,12,11,10,10,13,1,1,1,1,1,1,1,1,18,1,1,20,1,1,175,0,10,20,16441829,4003,4003,1761,78,14,0,0,203
16,80,-75,7,10,13,10,12,10,8,8,7,7,11,1,8,11,15,5,8,7,5,9,14,11,13,8,12,5,8,9,13,14,8,4,11,13,5,5,12,5,6,15,9,1,1,2,2,4,1,2,3,3,1,4,18,13,1,11,10,9,10,14,1,1,1,1,1,1,1,1,1,1,15,1,20,12,165,60,20,10,11019780,4000,4000,50,79,13,0,0,41
16,80,-75,6,8,14,14,14,7,14,8,2,5,8,4,4,13,8,14,6,10,7,5,8,8,15,4,14,8,7,8,9,9,8,10,15,9,7,10,10,14,14,10,10,1,3,2,4,3,1,1,1,3,1,1,8,11,8,11,10,9,13,17,1,1,1,1,1,1,1,1,1,1,1,1,1,20,181,0,20,7,2833214,3750,3750,400,79,5,0,0,6
17,80,-75,6,7,3,4,14,5,7,12,5,11,10,4,13,10,10,7,6,4,9,14,11,9,7,1,5,13,8,13,12,11,5,7,13,12,10,5,9,6,14,7,11,2,3,2,1,1,2,1,3,1,3,1,14,10,1,10,12,10,9,16,1,1,1,1,1,1,20,1,18,1,1,1,1,1,180,0,20,12,4275000,3992,3992,899,78,19,0,0,81
16,80,-75,2,1,2,1,7,5,1,1,3,2,7,3,2,7,10,6,13,10,11,10,11,14,1,1,1,10,7,4,9,11,4,8,12,5,1,9,19,11,9,12,10,11,10,11,5,12,13,11,13,12,9,12,13,13,3,10,11,11,11,13,20,1,1,1,1,1,1,1,1,1,1,1,1,1,183,0,7,20,11019780,4000,4000,50,79,7,0,0,41
16,80,-75,11,8,12,7,13,11,7,9,4,7,12,9,8,13,8,7,9,9,7,12,7,9,13,3,11,8,8,8,12,12,8,11,13,12,11,8,9,4,15,6,11,3,2,1,1,3,4,2,3,2,4,3,6,10,15,12,5,4,10,6,1,1,1,1,1,1,14,12,20,12,12,18,12,1,181,71,8,20,5310000,3999,3999,1999,76,3,0,0,64
17,80,-75,7,11,13,11,13,6,7,8,6,3,13,3,6,10,8,6,7,4,4,8,12,14,10,8,8,6,7,8,13,13,8,7,15,13,10,6,14,11,10,13,13,1,1,4,1,2,2,2,2,3,1,3,8,11,7,9,11,9,11,19,1,1,1,1,1,1,1,1,1,1,20,12,1,12,173,0,20,8,12527107,4002,4002,1002,77,8,0,0,203
17,80,-75,6,8,11,7,6,6,6,7,3,3,13,1,4,9,13,5,8,7,7,10,5,16,14,11,5,5,5,7,14,9,6,11,7,14,10,5,11,11,10,12,16,3,3,1,1,3,2,2,2,3,1,2,10,10,5,13,12,11,12,13,1,12,1,12,20,19,1,15,13,15,17,16,17,1,186,0,10,20,13315851,3250,3313,1513,46,12,0,0,1740
16,80,-8,6,8,13,8,13,11,6,7,5,3,8,2,5,13,5,10,8,8,7,8,7,2,13,5,13,6,7,8,13,13,13,8,13,13,8,3,9,10,13,13,15,3,3,1,2,2,3,2,1,3,2,1,15,13,8,11,11,13,8,10,1,1,1,1,1,1,1,12,1,13,12,16,20,12,176,0,20,10,9018749,4016,4016,1030,75,2,0,0,645
19,80,136,8,8,6,9,6,7,7,7,5,3,10,7,4,6,11,10,7,9,10,9,8,12,9,8,10,6,8,8,14,10,11,10,11,15,6,7,10,11,11,11,10,3,3,1,3,2,1,2,3,4,1,3,10,10,9,10,10,12,11,12,1,1,1,1,1,1,1,12,1,1,20,12,17,18,186,72,8,20,747636,4200,5030,2219,60,4,0,0,334
15,80,-75,6,7,12,12,11,6,7,8,4,4,11,12,4,12,7,8,8,9,8,10,7,13,13,8,12,4,9,9,13,12,8,8,14,13,10,7,13,2,14,4,10,3,3,1,2,1,2,1,2,2,2,1,12,12,4,13,11,13,14,15,1,1,1,1,1,1,1,1,1,1,15,12,14,20,176,70,12,20,3172500,4000,4000,2000,78,16,0,0,64
17,80,-8,6,8,6,7,14,9,9,10,9,10,12,8,12,16,12,11,9,9,6,8,6,11,7,9,9,16,9,11,7,11,10,10,12,10,11,6,10,6,10,9,10,2,2,2,3,4,3,2,1,3,1,1,14,10,5,12,12,9,10,13,1,1,20,1,1,1,20,1,1,1,1,1,1,1,184,75,10,20,6725668,4250,4851,1999,72,9,0,0,930
16,80,-75,8,5,7,8,8,3,15,8,2,10,10,3,9,7,13,7,9,9,8,8,12,11,5,1,7,12,9,10,14,13,9,14,12,11,12,8,8,7,2,5,10,2,3,1,3,1,2,3,2,1,2,4,8,11,1,11,9,12,13,15,1,1,20,20,1,12,12,1,1,1,1,1,1,1,184,0,10,20,9450000,3868,3868,2235,84,7,0,0,100
18,80,-75,7,12,13,8,13,6,7,8,6,6,13,3,2,13,13,8,6,8,8,7,11,12,13,7,13,6,7,7,13,12,8,6,12,13,7,6,9,11,14,11,8,1,3,3,1,3,1,2,2,1,3,3,18,10,5,11,10,11,11,20,1,1,1,1,1,1,1,1,1,1,17,1,20,12,173,0,10,20,661524,4000,4000,1000,79,18,0,0,64
16,80,-75,4,7,6,3,14,5,8,6,4,7,12,3,12,9,8,9,8,9,9,11,10,15,5,3,6,11,8,13,11,14,8,7,13,14,12,10,12,9,20,10,8,4,1,3,1,1,2,3,2,3,1,2,19,12,5,9,11,14,10,15,1,1,16,1,1,1,20,1,18,1,1,1,1,1,181,0,8,20,9450000,4009,4009,1518,78,12,0,0,100
17,80,-75,6,6,13,13,13,6,12,7,1,6,7,4,3,11,13,13,6,6,7,4,13,17,11,3,12,3,6,8,13,11,6,7,15,12,9,7,11,6,15,7,15,1,3,1,3,3,1,1,1,2,3,3,8,9,1,12,10,11,14,15,1,1,1,1,1,1,1,1,1,1,14,1,14,20,173,67,9,20,5519999,4000,4000,2250,76,4,0,0,277
20,80,-75,10,8,7,9,8,14,9,10,4,9,7,9,10,8,11,8,10,11,14,7,10,15,5,7,5,8,10,8,15,6,13,12,10,14,8,12,9,5,18,7,16,1,2,3,4,3,3,4,2,1,1,2,14,12,3,8,10,9,12,13,1,14,18,1,1,1,20,1,1,1,1,1,1,1,186,83,20,10,33614405,4009,4009,1767,71,17,0,0,2320
17,80,-75,6,6,9,7,13,6,6,9,3,13,13,4,10,10,15,8,7,4,4,13,13,3,7,9,9,6,7,11,9,11,7,10,10,9,7,9,14,12,14,5,14,1,1,1,3,1,2,3,3,1,2,3,8,9,7,10,12,11,12,12,1,1,1,1,1,1,1,1,20,1,10,10,1,1,182,70,8,20,3795000,3992,3992,899,68,9,0,0,81
17,80,-75,4,6,6,6,13,6,6,11,1,8,11,4,8,11,6,10,8,13,7,13,7,12,11,5,8,6,7,12,13,13,7,6,6,13,9,7,13,5,9,12,13,2,2,2,2,2,2,3,1,1,1,2,11,11,8,12,10,11,12,19,1,1,1,1,1,1,1,1,20,10,1,16,10,1,175,62,9,20,4880000,4000,4000,1500,72,4,0,0,277
17,80,-75,3,3,2,2,1,5,1,1,2,3,14,2,1,4,5,13,15,8,7,7,9,8,2,2,2,11,8,7,10,8,8,11,15,12,3,8,7,6,17,9,10,9,12,10,12,9,10,14,12,13,5,10,10,11,7,11,13,12,10,12,20,1,1,1,1,1,1,1,1,1,1,1,1,1,189,0,6,20,4514999,4005,4005,1014,73,17,0,0,645
17,80,-75,4,2,3,3,2,8,1,3,3,3,10,1,3,1,10,8,15,3,11,6,13,11,3,9,1,10,7,6,11,5,7,11,8,10,6,5,14,8,9,7,11,8,11,6,5,11,11,8,13,7,14,13,19,10,2,12,13,13,13,13,20,1,1,1,1,1,1,1,1,1,1,1,1,1,190,0,9,20,8999999,4010,4010,1520,71,255,0,0,251
16,80,-75,6,6,7,6,13,6,6,6,1,6,13,6,10,13,6,5,8,4,8,13,13,13,11,6,8,5,7,12,12,11,7,3,10,11,13,6,11,11,6,15,15,3,3,3,1,1,3,2,1,3,4,2,17,9,7,11,12,13,14,10,1,1,1,1,1,1,12,1,20,1,1,14,1,1,174,0,20,8,9450000,3922,3922,1442,71,1,0,0,100
16,80,-75,12,11,13,12,14,9,8,9,4,3,12,11,5,16,13,8,12,14,5,13,6,16,14,3,8,3,12,5,11,11,8,12,15,13,5,9,17,12,11,9,8,1,3,1,1,2,2,2,2,3,1,3,7,10,4,9,10,14,11,15,1,1,1,1,1,1,16,4,16,5,9,20,10,12,184,69,8,20,9387233,3998,3998,2348,77,3,0,0,166
16,80,-75,7,11,13,13,13,6,11,5,6,6,13,4,6,13,6,12,8,6,7,4,10,7,13,9,13,7,6,3,13,13,7,5,15,13,8,8,19,12,7,13,8,3,3,2,1,2,1,1,1,4,1,3,15,9,2,14,12,15,14,11,1,1,1,1,1,1,1,1,1,1,1,1,18,20,172,0,20,7,6577045,3100,3125,403,79,4,0,0,29
17,80,-8,6,5,5,5,10,2,9,6,8,10,10,6,8,13,5,8,10,9,6,9,11,5,12,2,7,9,14,14,15,13,9,6,14,12,9,4,14,14,15,15,14,1,1,1,3,1,1,2,1,3,3,2,8,14,8,10,11,10,10,15,1,20,1,1,17,1,1,1,1,1,1,1,1,1,170,0,20,7,35052702,3996,3996,1996,68,3,0,0,5800
16,80,-75,2,5,9,9,9,2,11,9,2,11,15,7,16,10,6,10,10,8,7,9,9,15,9,5,8,10,9,11,11,10,10,16,9,9,8,8,13,8,18,10,10,1,2,3,2,1,3,2,1,2,3,3,16,13,6,11,11,11,11,16,1,1,20,1,1,1,13,1,1,1,1,1,1,1,189,0,7,20,11864000,3500,3524,3261,76,18,0,0,64
17,80,-75,10,10,10,8,12,9,7,10,5,6,11,7,10,11,9,9,15,8,9,11,10,15,11,12,10,9,10,12,11,9,9,8,12,11,13,7,15,11,8,5,18,3,1,3,1,3,2,2,1,3,2,1,12,15,7,10,11,13,14,8,1,1,1,1,1,1,10,1,20,1,1,10,15,1,175,65,20,9,2184214,3953,3953,1380,79,5,0,0,460
20,80,-75,7,7,4,5,10,3,11,1,4,11,8,4,10,9,12,14,10,8,9,5,10,10,5,1,7,13,9,10,8,9,13,11,13,10,12,11,8,13,5,9,15,3,2,4,1,3,2,1,3,4,4,3,12,12,2,9,9,11,11,15,1,1,20,1,1,1,1,1,1,1,1,1,1,1,189,82,10,20,416018,4000,4000,1050,75,7,0,0,474
16,80,-75,10,10,11,10,12,7,8,16,4,9,13,7,7,12,9,10,8,9,9,13,9,12,10,6,10,10,12,8,11,12,11,11,10,11,8,8,11,7,7,5,11,2,2,1,1,1,1,3,3,3,2,2,11,10,2,12,12,12,12,14,1,1,1,1,1,1,1,1,18,1,1,20,1,1,186,71,8,20,476586,4000,4000,250,85,8,0,0,92
16,80,-75,6,7,8,5,14,7,9,9,1,12,13,1,14,9,11,9,8,8,9,6,8,17,8,5,7,14,8,9,14,12,8,11,13,14,7,5,6,12,9,9,13,1,1,3,2,3,3,3,2,1,1,2,15,10,2,12,11,9,11,13,1,1,20,1,1,1,18,1,15,1,1,1,1,1,182,0,8,20,1021778,4035,4035,2580,78,6,0,0,64
16,80,-75,6,7,9,8,11,2,10,6,5,12,9,8,12,6,15,10,10,8,7,10,16,4,6,4,9,10,10,10,9,14,5,9,15,13,9,9,15,7,10,6,10,2,1,2,1,3,1,3,2,1,4,1,8,9,4,12,8,11,10,13,1,1,1,20,1,1,1,1,1,1,1,1,1,1,173,0,10,20,6286058,4000,4000,1500,80,5,0,0,350
16,80,-75,6,8,13,11,12,6,7,8,2,3,11,7,4,13,11,8,7,8,7,11,7,12,13,2,11,4,9,9,13,12,8,8,13,13,10,7,11,4,9,6,10,2,4,3,3,1,2,1,3,1,1,1,10,10,6,15,11,13,13,13,1,1,1,1,1,1,1,1,1,1,20,15,15,14,178,70,8,20,8584000,4002,4002,2004,76,1,0,0,64
18,79,-75,13,11,12,10,13,13,6,10,4,5,13,11,7,13,8,9,6,10,11,13,10,13,15,8,11,7,12,9,8,11,10,7,10,9,7,6,12,7,11,9,18,2,2,2,3,1,4,2,4,2,3,4,16,15,2,13,15,16,14,15,1,1,1,1,1,1,8,1,18,1,1,20,1,9,178,72,12,20,717918,3800,3800,450,81,2,0,0,299
17,79,-8,7,12,13,10,13,6,5,9,6,5,11,7,5,13,11,8,10,8,9,10,8,13,18,6,8,6,8,7,13,11,9,6,14,12,8,8,10,6,10,7,12,2,3,2,3,2,2,3,3,1,2,2,12,14,10,10,14,15,14,16,1,1,1,1,1,1,1,12,1,12,18,1,20,1,173,62,20,7,14310000,3950,3950,1450,76,9,0,0,2350
17,79,-75,5,7,7,6,7,8,8,4,9,8,7,4,8,8,8,7,10,8,9,7,8,9,5,8,7,9,10,13,15,8,8,9,9,14,10,8,8,9,11,15,11,4,3,3,3,1,1,1,1,2,2,1,19,11,2,11,8,12,11,20,1,14,18,20,12,18,10,1,1,1,1,1,1,1,184,0,10,20,11088810,3937,3987,1987,62,1,0,0,5800
17,79,-75,9,8,10,10,10,9,9,8,3,9,11,7,11,9,13,10,10,9,9,10,10,3,5,10,8,10,11,12,11,11,9,9,11,10,11,8,8,8,11,10,10,2,3,3,3,3,3,2,1,3,1,1,10,8,4,11,11,11,11,18,1,1,1,1,1,1,20,1,19,1,1,1,1,1,175,68,9,20,542956,3950,3950,500,77,12,0,0,94
17,79,-8,7,7,6,8,14,7,7,9,4,8,9,4,13,14,9,9,8,8,8,14,14,17,5,7,8,8,8,13,13,8,8,11,7,8,10,8,16,5,15,10,13,1,3,3,2,3,2,3,3,2,2,3,18,15,5,10,12,17,12,10,1,1,10,1,1,1,18,10,20,1,1,1,1,1,186,0,20,8,2075999,3446,3460,770,79,2,0,0,255
17,79,-75,4,5,12,9,12,4,4,8,3,4,12,4,5,12,8,8,5,8,8,13,11,13,13,6,12,6,10,11,12,13,8,3,12,10,12,7,7,6,10,5,8,3,3,2,1,2,1,2,2,3,2,1,17,14,2,11,12,15,8,8,1,1,1,1,1,1,1,1,18,1,1,20,1,1,176,0,20,8,4709999,3799,3799,800,77,4,0,0,255
17,79,-75,7,11,10,2,13,6,1,7,5,6,10,1,7,13,9,12,7,5,7,13,10,15,15,6,5,6,7,12,13,13,7,3,13,13,13,5,6,5,16,11,13,3,1,2,1,1,1,2,3,1,2,1,9,10,2,8,12,10,13,17,1,1,1,1,1,1,1,12,1,13,15,1,20,1,175,0,10,20,5960000,3950,3950,954,82,16,0,0,646
16,79,-75,5,5,5,5,12,5,5,11,5,6,11,3,12,12,10,5,7,6,6,12,12,12,5,4,6,6,6,7,10,12,6,2,12,12,12,8,10,5,17,7,12,2,1,1,3,1,2,2,2,2,2,1,11,9,2,10,11,10,11,18,1,1,1,1,1,1,20,1,18,1,1,1,1,1,178,0,13,20,482618,3940,3940,860,63,8,0,0,93
17,79,-75,7,10,12,9,11,8,6,9,5,6,11,9,6,12,9,8,10,9,10,10,9,12,16,5,10,6,9,9,12,12,10,6,14,13,8,10,12,9,12,5,14,2,2,1,1,3,1,3,2,2,3,2,12,14,6,16,12,15,13,12,1,1,1,1,1,1,1,15,1,15,20,14,18,12,174,70,6,20,3399998,3947,3947,1497,77,17,0,0,64
17,79,-75,4,5,8,8,12,4,5,7,4,4,13,3,7,13,12,10,6,7,7,10,12,10,12,9,12,7,9,11,12,12,8,5,11,12,11,6,8,7,10,10,14,1,3,2,2,2,2,2,2,2,3,2,18,11,2,9,14,11,11,18,1,1,1,1,1,1,1,8,20,10,10,18,12,10,168,0,8,20,4709999,2550,3414,802,71,2,0,0,255
18,78,-8,3,2,1,3,1,7,1,1,1,2,10,1,2,3,6,11,11,3,8,4,10,4,1,2,1,9,7,6,13,13,4,15,18,12,6,8,12,5,13,5,13,11,6,9,15,11,13,13,11,7,10,11,18,8,4,11,11,12,12,15,20,1,1,1,1,1,1,1,1,1,1,1,1,1,195,84,7,20,8610750,3893,3893,1494,73,4,0,0,2350
17,78,-75,6,4,13,14,13,6,12,6,4,3,7,6,6,10,6,8,8,5,5,7,8,2,15,3,12,13,6,8,11,11,7,5,17,11,13,12,19,10,15,9,10,3,2,1,3,3,2,2,1,1,2,1,16,11,1,10,10,13,8,17,1,1,1,1,1,1,1,1,1,1,1,1,1,20,171,64,11,20,7079999,3900,3900,1400,77,5,0,0,269
16,78,-8,6,8,13,8,13,6,5,10,1,4,9,2,3,11,12,7,4,8,7,13,13,13,15,9,8,6,8,9,13,13,8,9,13,13,13,8,10,5,13,14,15,2,1,2,2,2,2,3,1,2,3,4,17,10,3,10,10,11,11,19,1,1,1,1,1,1,12,1,20,1,14,18,14,1,181,0,6,20,8024249,3903,3902,954,73,14,0,0,70
16,78,-8,6,7,13,13,12,6,13,7,1,6,7,8,4,12,12,11,6,9,4,7,12,12,14,9,13,6,6,7,13,13,7,11,14,13,8,7,10,9,8,6,9,3,2,3,3,1,2,1,3,4,2,2,13,10,3,10,12,11,11,10,1,1,1,1,1,1,1,1,1,1,1,1,1,20,188,0,6,20,-1,3900,3900,950,83,12,0,0,
18,78,-75,5,6,9,7,5,9,7,7,8,10,10,9,12,5,11,9,12,9,11,8,10,7,3,12,9,11,10,11,11,9,7,11,15,10,13,12,11,7,9,11,17,3,1,4,1,2,2,4,2,3,4,1,10,13,2,8,11,12,11,14,1,1,20,1,1,1,1,1,1,1,1,1,1,1,182,78,5,20,509440,3878,3878,1622,74,12,0,0,88
17,78,-75,5,7,2,7,13,6,6,8,2,10,12,6,13,11,15,10,8,7,8,7,13,15,5,2,7,13,11,11,13,12,7,8,10,9,6,6,9,13,14,8,12,2,1,2,1,3,3,2,2,1,3,1,9,10,7,10,11,12,12,14,1,10,12,1,12,1,20,12,16,1,1,1,1,1,186,0,20,8,5960000,3749,3749,1749,73,255,0,0,64
16,78,-75,3,3,8,4,9,3,8,4,7,10,10,5,12,10,11,8,12,10,8,8,11,14,7,8,6,10,8,12,12,12,10,13,12,12,8,11,9,6,7,6,8,3,2,3,4,2,2,4,3,1,4,3,19,14,7,12,10,12,10,19,1,1,20,1,1,1,10,1,8,1,1,1,1,1,185,75,9,20,2396338,3252,3373,2183,78,3,0,0,967
17,78,-75,3,2,3,1,4,7,1,2,3,2,13,1,1,6,10,12,14,5,9,6,13,10,1,7,3,9,7,6,9,14,4,10,15,10,6,5,13,7,9,10,9,7,9,8,5,13,12,8,13,10,5,6,8,12,8,12,9,10,9,13,20,1,1,1,1,1,1,1,1,1,1,1,1,1,181,0,9,20,4470000,3750,3750,1250,79,2,0,0,402
17,78,-75,9,8,12,7,12,7,6,7,4,5,9,8,5,12,12,8,6,8,7,7,7,11,16,5,10,3,10,11,13,12,12,12,15,13,11,11,12,5,6,5,10,3,2,2,1,1,3,3,2,2,3,3,17,11,8,9,13,11,12,13,1,1,1,1,1,1,1,8,1,8,15,1,20,19,172,67,20,4,2875094,3896,3896,1096,74,17,0,0,258
17,78,-75,8,11,10,8,9,8,7,10,8,6,7,6,8,10,8,8,8,9,9,14,7,12,11,7,10,8,9,7,14,12,12,8,9,12,11,8,17,13,11,5,11,1,1,2,2,2,1,3,1,1,3,2,17,11,6,14,11,12,8,14,1,1,1,1,1,1,1,12,1,1,20,15,1,1,178,0,7,20,7519999,3928,3927,1054,79,11,0,0,645
17,78,-75,7,11,9,13,11,6,8,8,6,4,8,5,3,13,8,8,6,6,4,13,13,4,13,6,5,3,7,8,13,12,7,8,14,13,10,4,12,10,3,11,12,3,3,1,2,3,3,2,1,3,1,1,13,10,6,12,11,10,6,16,1,1,1,1,1,1,1,1,1,1,18,18,18,20,185,0,4,20,4709999,3400,3405,751,59,15,0,0,255
17,78,-75,11,13,12,7,8,6,1,9,4,6,12,3,6,9,15,4,4,4,6,11,8,10,9,8,11,5,7,5,14,12,7,3,8,15,5,3,10,7,17,7,12,1,3,1,1,1,1,1,3,3,1,3,18,7,3,10,11,12,10,16,1,1,1,1,1,1,1,14,1,15,20,1,18,1,177,0,12,20,25193405,3900,3900,1750,66,4,0,0,3480
16,78,-75,7,7,8,9,14,7,7,13,4,6,14,6,9,12,9,7,8,7,3,11,14,4,13,2,5,9,8,12,12,10,8,6,8,11,7,2,13,7,11,9,11,3,2,4,1,3,1,1,3,2,3,1,9,12,4,11,13,9,13,10,1,1,1,1,1,1,8,1,20,1,1,15,1,1,166,0,7,20,16940000,3253,3278,2763,68,17,0,0,58
18,78,-75,5,7,8,6,11,5,8,8,10,10,9,8,12,9,13,8,9,10,8,9,11,11,5,7,9,12,13,11,10,12,14,7,15,11,13,11,12,9,20,13,11,1,2,1,4,1,1,1,1,2,2,1,20,11,4,12,11,11,13,12,1,1,1,1,1,1,12,1,20,1,1,1,1,1,176,0,7,20,6309000,3897,3897,900,78,14,0,0,581
16,78,-75,6,6,8,8,13,6,6,8,5,4,11,3,7,9,14,11,8,7,7,7,13,7,9,1,7,8,7,12,13,11,7,9,16,11,13,4,8,5,8,5,15,1,3,2,2,3,1,2,2,1,2,3,18,11,1,11,10,12,12,13,1,1,1,1,1,1,14,10,16,12,1,20,1,1,186,76,8,20,7383999,3896,3896,996,68,17,0,0,645
16,78,-8,6,6,8,8,13,6,6,11,1,8,13,5,10,13,8,6,6,8,6,13,13,17,13,9,7,6,7,12,13,9,7,4,14,13,7,5,8,10,14,11,13,3,4,2,3,3,2,4,2,4,1,2,15,11,1,11,9,8,13,10,1,1,1,1,1,1,14,1,20,1,1,15,1,1,176,0,20,10,4374000,3900,3900,1050,74,2,0,0,64
17,78,-75,6,9,8,5,8,4,8,8,6,7,10,5,10,13,15,10,8,10,9,8,6,17,6,1,5,10,9,10,12,6,13,12,14,15,14,12,13,7,15,8,12,2,1,3,3,2,2,1,3,2,2,2,15,11,7,11,12,12,13,12,1,1,1,17,1,18,16,1,20,14,1,1,1,1,189,0,7,20,19486612,3893,3893,1744,63,14,0,0,892
17,78,-75,7,7,14,6,14,7,6,10,7,7,9,2,8,13,13,10,8,6,8,9,8,14,13,9,12,7,8,9,13,14,10,3,6,14,5,4,10,5,9,15,13,1,3,1,3,2,3,3,3,2,2,2,17,12,5,11,10,14,11,10,1,1,1,1,1,1,1,1,1,12,1,1,20,1,173,0,1,20,7519999,3794,3794,899,69,17,0,0,81
19,78,-75,4,2,11,13,13,6,8,7,6,3,12,5,5,13,12,11,5,10,7,7,10,12,13,1,13,6,7,11,13,9,13,9,15,12,11,4,19,6,5,8,15,3,2,1,3,2,2,2,2,2,1,1,10,9,5,11,11,9,8,16,1,1,1,1,1,1,1,1,1,1,1,1,1,20,185,78,8,20,13096000,3883,3883,941,76,12,0,0,645
